{'device_time_stamp': 184518991062, 'system_time_stamp': 184811028161, 'left_gaze_point_on_display_area': (0.06992484629154205, 0.220445454120636), 'left_gaze_point_in_user_coordinate_system': (-222.92068481445312, 250.1190185546875, 80.39411163330078), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.8046722412109375, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-40.34259796142578, -9.556695938110352, 612.0042724609375), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5885600447654724, 0.5234588980674744, 0.3701053857803345), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.045180901885032654, 0.1736157089471817), 'right_gaze_point_in_user_coordinate_system': (-235.99960327148438, 264.6565856933594, 85.6853256225586), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 3.826629638671875, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (20.596778869628906, -6.1337385177612305, 611.8525390625), 'right_gaze_origin_in_trackbox_coordinate_system': (0.45409494638442993, 0.5160036087036133, 0.3676978051662445), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 184519391066, 'system_time_stamp': 184811428119, 'left_gaze_point_on_display_area': (0.15323173999786377, 0.24494504928588867), 'left_gaze_point_in_user_coordinate_system': (-178.8870391845703, 242.51351928710938, 77.62591552734375), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.76678466796875, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-36.22749328613281, -9.059053421020508, 612.7198486328125), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5793917179107666, 0.5223708748817444, 0.37110820412635803), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.12410737574100494, 0.1815284788608551), 'right_gaze_point_in_user_coordinate_system': (-194.2813262939453, 262.2001953125, 84.79126739501953), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 3.7519378662109375, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (24.629674911499023, -3.667898178100586, 611.5582275390625), 'right_gaze_origin_in_trackbox_coordinate_system': (0.4451536536216736, 0.5105505585670471, 0.3674275279045105), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 184519407736, 'system_time_stamp': 184811444792, 'left_gaze_point_on_display_area': (0.15490280091762543, 0.2480277121067047), 'left_gaze_point_in_user_coordinate_system': (-178.0037384033203, 241.55654907226562, 77.277587890625), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.7777862548828125, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-36.015655517578125, -9.051481246948242, 612.91064453125), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5788978338241577, 0.5223555564880371, 0.37149539589881897), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.12842655181884766, 0.18274307250976562), 'right_gaze_point_in_user_coordinate_system': (-191.99835205078125, 261.8231201171875, 84.65406799316406), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 3.7580413818359375, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (24.847919464111328, -3.6303977966308594, 611.6366577148438), 'right_gaze_origin_in_trackbox_coordinate_system': (0.4446794390678406, 0.5104698538780212, 0.36761778593063354), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 184519424403, 'system_time_stamp': 184811461462, 'left_gaze_point_on_display_area': (0.1547013372182846, 0.24777817726135254), 'left_gaze_point_in_user_coordinate_system': (-178.11024475097656, 241.63400268554688, 77.30582427978516), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.7740325927734375, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-35.789451599121094, -9.000117301940918, 612.905029296875), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5784011483192444, 0.5222426056861877, 0.37145504355430603), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.1288754940032959, 0.17191344499588013), 'right_gaze_point_in_user_coordinate_system': (-191.7610626220703, 265.1850280761719, 85.877685546875), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 3.7655029296875, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (25.064895629882812, -3.5740580558776855, 611.8392333984375), 'right_gaze_origin_in_trackbox_coordinate_system': (0.4442208707332611, 0.5103507041931152, 0.36807820200920105), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 184519441069, 'system_time_stamp': 184811478131, 'left_gaze_point_on_display_area': (0.1545754075050354, 0.24765324592590332), 'left_gaze_point_in_user_coordinate_system': (-178.17681884765625, 241.6728057861328, 77.31996154785156), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.789306640625, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-35.57923889160156, -8.918968200683594, 613.0961303710938), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5779111385345459, 0.5220650434494019, 0.371844083070755), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.12659715116024017, 0.1794816106557846), 'right_gaze_point_in_user_coordinate_system': (-192.96531677246094, 262.8356018066406, 85.0225601196289), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 3.755828857421875, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (25.271686553955078, -3.4915401935577393, 611.8238525390625), 'right_gaze_origin_in_trackbox_coordinate_system': (0.4437624216079712, 0.5101681351661682, 0.36806508898735046), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 184519457735, 'system_time_stamp': 184811494796, 'left_gaze_point_on_display_area': (0.2079951912164688, 0.25735974311828613), 'left_gaze_point_in_user_coordinate_system': (-149.94064331054688, 238.65956115722656, 76.22320556640625), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.7657928466796875, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-35.15790557861328, -8.760712623596191, 613.12255859375), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5769808888435364, 0.5217168927192688, 0.3718501925468445), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.17261086404323578, 0.18545562028884888), 'right_gaze_point_in_user_coordinate_system': (-168.64376831054688, 260.9810791015625, 84.34758758544922), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 3.766387939453125, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (25.680099487304688, -3.325190782546997, 612.0540771484375), 'right_gaze_origin_in_trackbox_coordinate_system': (0.4428844749927521, 0.5098068714141846, 0.36860576272010803), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 184519474401, 'system_time_stamp': 184811511462, 'left_gaze_point_on_display_area': (0.2295793741941452, 0.2577535808086395), 'left_gaze_point_in_user_coordinate_system': (-138.53184509277344, 238.5373077392578, 76.17868041992188), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.7684326171875, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-34.899593353271484, -8.594709396362305, 612.920654296875), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5764414072036743, 0.5213497281074524, 0.37138140201568604), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.19435067474842072, 0.1846386194229126), 'right_gaze_point_in_user_coordinate_system': (-157.1527099609375, 261.23468017578125, 84.4398422241211), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 3.7577056884765625, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (25.91995620727539, -3.1439614295959473, 611.933349609375), 'right_gaze_origin_in_trackbox_coordinate_system': (0.44234174489974976, 0.5094034671783447, 0.368369996547699), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 184519491069, 'system_time_stamp': 184811528127, 'left_gaze_point_on_display_area': (0.23297558724880219, 0.25564342737197876), 'left_gaze_point_in_user_coordinate_system': (-136.73672485351562, 239.1923828125, 76.41712188720703), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.774505615234375, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-34.720008850097656, -8.49028205871582, 613.1824951171875), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5760093331336975, 0.5211215019226074, 0.37192848324775696), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.19402635097503662, 0.19370897114276886), 'right_gaze_point_in_user_coordinate_system': (-157.32415771484375, 258.4189453125, 83.41503143310547), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 3.7644500732421875, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (26.10807228088379, -2.980147361755371, 612.1375122070312), 'right_gaze_origin_in_trackbox_coordinate_system': (0.44194796681404114, 0.5090470910072327, 0.36883479356765747), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 184519507736, 'system_time_stamp': 184811544787, 'left_gaze_point_on_display_area': (0.22367894649505615, 0.25441357493400574), 'left_gaze_point_in_user_coordinate_system': (-141.65065002441406, 239.5741729736328, 76.55606842041016), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.76239013671875, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-34.524864196777344, -8.46597957611084, 613.3605346679688), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5755553245544434, 0.5210696458816528, 0.3722915053367615), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.192935973405838, 0.18432974815368652), 'right_gaze_point_in_user_coordinate_system': (-157.90049743652344, 261.3305969238281, 84.4747314453125), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 3.7622833251953125, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (26.31597137451172, -2.9280362129211426, 612.361083984375), 'right_gaze_origin_in_trackbox_coordinate_system': (0.44151315093040466, 0.5089383125305176, 0.36934083700180054), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 184519524401, 'system_time_stamp': 184811561444, 'left_gaze_point_on_display_area': (0.22831417620182037, 0.2596883177757263), 'left_gaze_point_in_user_coordinate_system': (-139.20059204101562, 237.9366912841797, 75.96011352539062), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.783660888671875, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-34.33991622924805, -8.506122589111328, 613.4539184570312), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5751360058784485, 0.5211591720581055, 0.37247154116630554), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.18955755233764648, 0.183401957154274), 'right_gaze_point_in_user_coordinate_system': (-159.6862335205078, 261.61859130859375, 84.57962799072266), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 3.7633514404296875, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (26.50383949279785, -2.9393415451049805, 612.5863037109375), 'right_gaze_origin_in_trackbox_coordinate_system': (0.44112318754196167, 0.5089697241783142, 0.3698471784591675), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 184519541072, 'system_time_stamp': 184811578110, 'left_gaze_point_on_display_area': (0.22682462632656097, 0.259891152381897), 'left_gaze_point_in_user_coordinate_system': (-139.98793029785156, 237.87371826171875, 75.93719482421875), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.771881103515625, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-34.16327667236328, -8.651182174682617, 613.7448120117188), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5747078061103821, 0.5214813351631165, 0.373080849647522), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.1885576695203781, 0.1867319494485855), 'right_gaze_point_in_user_coordinate_system': (-160.21473693847656, 260.5848388671875, 84.20337677001953), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 3.76287841796875, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (26.673381805419922, -3.046140432357788, 612.6976318359375), 'right_gaze_origin_in_trackbox_coordinate_system': (0.4407618045806885, 0.5092089176177979, 0.37010180950164795), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 184519557739, 'system_time_stamp': 184811594776, 'left_gaze_point_on_display_area': (0.22420424222946167, 0.258205384016037), 'left_gaze_point_in_user_coordinate_system': (-141.3730010986328, 238.39707946777344, 76.12763214111328), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.76434326171875, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-33.9914436340332, -8.8497953414917, 613.9202880859375), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5743066668510437, 0.521920382976532, 0.3734400272369385), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.18950985372066498, 0.1916443407535553), 'right_gaze_point_in_user_coordinate_system': (-159.71145629882812, 259.05987548828125, 83.6482925415039), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 3.761016845703125, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (26.846942901611328, -3.1963186264038086, 612.99609375), 'right_gaze_origin_in_trackbox_coordinate_system': (0.4404122829437256, 0.5095486044883728, 0.370762437582016), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 184519574407, 'system_time_stamp': 184811611443, 'left_gaze_point_on_display_area': (0.2241034060716629, 0.2526293694972992), 'left_gaze_point_in_user_coordinate_system': (-141.42630004882812, 240.12803649902344, 76.7576904296875), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.7640838623046875, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-33.83270263671875, -9.151908874511719, 614.1571044921875), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5739261507987976, 0.5225874781608582, 0.3739336133003235), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.1863836646080017, 0.18288321793079376), 'right_gaze_point_in_user_coordinate_system': (-161.36387634277344, 261.7796325683594, 84.63822174072266), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 3.7644195556640625, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (26.987728118896484, -3.4854559898376465, 613.317138671875), 'right_gaze_origin_in_trackbox_coordinate_system': (0.44013822078704834, 0.5101950764656067, 0.37146565318107605), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 184519591072, 'system_time_stamp': 184811628109, 'left_gaze_point_on_display_area': (0.2205737978219986, 0.25858908891677856), 'left_gaze_point_in_user_coordinate_system': (-143.29193115234375, 238.27792358398438, 76.08430480957031), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.7679595947265625, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-33.693016052246094, -9.591178894042969, 614.6118774414062), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5735583901405334, 0.5235567688941956, 0.37490248680114746), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.18331576883792877, 0.19079804420471191), 'right_gaze_point_in_user_coordinate_system': (-162.98548889160156, 259.3226013183594, 83.74394989013672), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 3.7848052978515625, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (27.133054733276367, -3.8735439777374268, 613.7637329101562), 'right_gaze_origin_in_trackbox_coordinate_system': (0.4398685693740845, 0.5110621452331543, 0.37243983149528503), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 184519607739, 'system_time_stamp': 184811644779, 'left_gaze_point_on_display_area': (0.22160522639751434, 0.25104618072509766), 'left_gaze_point_in_user_coordinate_system': (-142.7467498779297, 240.6195068359375, 76.93656158447266), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.7647247314453125, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-33.5675048828125, -10.117637634277344, 615.056884765625), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5732237100601196, 0.5247162580490112, 0.3758524954319), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.18618011474609375, 0.18688736855983734), 'right_gaze_point_in_user_coordinate_system': (-161.47146606445312, 260.53662109375, 84.18578338623047), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 3.778472900390625, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (27.259777069091797, -4.3316497802734375, 614.2960205078125), 'right_gaze_origin_in_trackbox_coordinate_system': (0.4396499991416931, 0.5120840668678284, 0.373597651720047), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 184519624405, 'system_time_stamp': 184811661448, 'left_gaze_point_on_display_area': (0.21982812881469727, 0.25430402159690857), 'left_gaze_point_in_user_coordinate_system': (-143.6860809326172, 239.608154296875, 76.56847381591797), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.77978515625, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-33.42033767700195, -10.727446556091309, 615.4826049804688), 'left_gaze_origin_in_trackbox_coordinate_system': (0.572844922542572, 0.5260573029518127, 0.3767591416835785), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.18506373465061188, 0.18702645599842072), 'right_gaze_point_in_user_coordinate_system': (-162.06153869628906, 260.4934387207031, 84.1700439453125), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 3.7749786376953125, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (27.38275909423828, -4.899198055267334, 614.943603515625), 'right_gaze_origin_in_trackbox_coordinate_system': (0.4394530653953552, 0.513347327709198, 0.37500399351119995), 'right_gaze_origin_validity': 1}
{'device_time_stamp': 184519641072, 'system_time_stamp': 184811678118, 'left_gaze_point_on_display_area': (0.21780958771705627, 0.25409597158432007), 'left_gaze_point_in_user_coordinate_system': (-144.7530059814453, 239.67276000976562, 76.59196472167969), 'left_gaze_point_validity': 1, 'left_pupil_diameter': 3.7894287109375, 'left_pupil_validity': 1, 'left_gaze_origin_in_user_coordinate_system': (-33.27403259277344, -11.374460220336914, 616.076904296875), 'left_gaze_origin_in_trackbox_coordinate_system': (0.5724461078643799, 0.5274776816368103, 0.37803345918655396), 'left_gaze_origin_validity': 1, 'right_gaze_point_on_display_area': (0.18390168249607086, 0.18100538849830627), 'right_gaze_point_in_user_coordinate_system': (-162.67578125, 262.3625793457031, 84.85038757324219), 'right_gaze_point_validity': 1, 'right_pupil_diameter': 3.7864837646484375, 'right_pupil_validity': 1, 'right_gaze_origin_in_user_coordinate_system': (27.526330947875977, -5.522325038909912, 615.5916748046875), 'right_gaze_origin_in_trackbox_coordinate_system': (0.4392116963863373, 0.5147302150726318, 0.376413494348526), 'right_gaze_origin_validity': 1}
